,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,casualty_home_area_type,casualty_imd_decile,number_of_vehicles,number_of_casualties,day_of_week,first_road_class,speed_limit,junction_detail,junction_control,second_road_class,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,trunk_road_flag,labels
283977,3.0,2,48,8,5,3,0,0,1,3,1,1,4,3,30,6,2,5,9,9,1,9,9,9,0,1,2,15.0
284001,1.0,1,37,7,0,0,0,0,1,1,2,1,2,6,20,99,9,6,9,9,1,1,1,9,9,1,2,23.0
284015,1.0,1,28,6,0,0,0,0,1,5,2,1,2,3,20,3,2,3,9,9,4,1,1,9,9,1,2,23.0
284023,1.0,1,46,8,0,0,0,0,1,8,2,1,2,3,30,2,4,4,0,1,4,1,1,9,0,1,2,23.0
284037,1.0,1,30,6,0,0,0,0,1,5,1,1,1,6,30,99,4,6,9,9,1,9,1,9,9,1,2,23.0
284044,1.0,1,51,8,0,0,0,0,1,3,2,1,2,3,20,99,2,4,9,5,4,1,1,2,9,1,2,17.0
284046,1.0,1,38,7,0,0,0,0,1,3,2,1,1,5,20,3,4,6,9,9,4,1,1,9,9,1,2,23.0
284073,3.0,2,38,7,10,9,0,0,1,3,1,1,6,6,30,3,4,6,9,9,7,9,9,9,9,1,2,23.0
284078,1.0,1,49,8,0,0,0,0,1,6,2,1,4,4,20,6,2,3,0,5,1,1,2,4,2,1,2,19.0
284080,3.0,1,30,6,10,9,0,0,1,2,1,1,2,3,20,3,4,5,2,1,1,9,9,3,0,1,2,10.0
284100,3.0,1,17,4,10,9,0,0,1,1,1,1,3,3,20,99,9,5,9,9,4,1,1,9,0,1,2,15.0
284122,1.0,1,36,7,0,0,0,0,1,5,2,1,7,3,20,3,4,6,9,9,4,1,1,9,9,1,2,23.0
284133,1.0,1,20,4,0,0,0,0,1,5,2,1,3,3,30,3,4,6,0,0,4,1,1,3,0,1,2,18.0
284171,2.0,2,28,6,0,0,2,0,1,1,2,1,3,3,30,1,2,3,9,9,4,1,1,9,9,1,2,23.0
284234,1.0,2,28,6,0,0,0,0,1,5,2,1,6,3,30,99,9,3,9,9,4,1,1,9,9,1,2,23.0
284262,1.0,2,43,7,0,0,0,0,1,2,3,1,7,3,20,6,2,5,9,4,4,8,1,1,0,1,2,16.0
284272,1.0,1,28,6,0,0,0,0,1,3,2,1,1,3,30,1,4,3,0,4,4,1,1,4,0,1,2,19.0
284305,1.0,2,30,6,0,0,0,0,1,7,2,1,4,5,20,99,9,6,9,9,7,9,9,9,9,1,2,23.0
284323,1.0,1,46,8,0,0,0,0,1,1,2,1,7,3,30,3,2,4,9,9,4,1,1,9,9,1,2,23.0
284324,1.0,2,25,5,0,0,0,0,1,3,2,2,1,3,30,9,2,3,0,5,4,5,2,3,0,1,2,18.0
284325,1.0,1,30,6,0,0,0,0,1,6,2,1,2,3,30,6,2,4,2,4,1,1,1,1,0,1,2,16.0
284329,1.0,1,31,6,0,0,0,0,1,4,2,1,7,3,20,99,9,6,9,9,7,9,9,9,0,1,2,23.0
284337,1.0,1,46,8,0,0,0,0,1,8,2,1,2,6,20,3,4,6,0,0,1,9,9,9,0,1,2,23.0
284339,1.0,1,27,6,0,0,0,0,1,2,2,1,1,3,20,99,9,3,9,9,1,2,2,9,9,2,2,23.0
284360,1.0,2,32,6,0,0,0,0,1,3,2,1,2,3,30,3,4,6,0,5,1,1,2,3,0,1,2,18.0
284369,1.0,1,61,9,0,0,0,0,1,3,1,1,2,3,40,3,4,6,0,0,4,8,2,6,0,1,2,21.0
284386,1.0,1,32,6,0,0,0,0,1,2,2,1,3,6,20,99,4,6,9,9,1,1,1,9,9,1,2,23.0
284408,2.0,1,27,6,0,0,0,4,1,5,1,1,1,3,30,99,9,6,0,1,4,2,2,9,0,1,2,15.0
284421,3.0,1,23,5,9,9,0,0,1,5,1,1,2,3,30,3,4,6,9,9,1,9,9,9,9,1,2,23.0
284428,1.0,1,37,7,0,0,0,0,1,4,1,1,4,5,30,3,4,6,0,0,7,2,2,9,9,1,2,23.0
284442,1.0,1,38,7,0,0,0,0,1,5,2,1,3,3,20,1,4,5,9,1,1,2,1,9,9,1,2,23.0
284446,1.0,1,37,7,0,0,0,0,1,2,2,1,1,6,20,3,4,6,0,0,5,2,2,3,0,1,2,18.0
284450,1.0,1,36,7,0,0,0,0,1,2,2,1,3,3,20,99,9,6,9,9,7,1,1,9,9,1,2,23.0
284456,3.0,2,23,5,10,9,0,0,1,2,1,1,4,6,30,99,9,6,9,9,7,9,9,9,9,1,2,23.0
284462,1.0,1,51,8,0,0,0,0,2,10,2,2,4,3,30,3,2,3,0,4,1,1,1,9,0,1,2,23.0
284466,1.0,1,36,7,0,0,0,0,1,3,2,1,3,4,30,3,4,3,0,1,4,1,2,9,9,1,2,15.0
284471,2.0,2,73,10,0,0,9,0,1,9,2,1,4,3,20,1,2,6,9,9,1,9,9,9,9,1,2,23.0
284477,1.0,1,59,9,0,0,0,0,1,4,2,1,4,3,30,3,4,3,9,4,1,2,2,9,0,1,2,23.0
284497,1.0,1,30,6,0,0,0,0,1,8,2,1,2,3,20,3,2,3,9,9,4,1,1,9,9,1,2,23.0
284514,3.0,1,18,4,1,9,0,0,1,3,1,1,5,3,30,3,4,6,0,4,7,9,9,9,0,1,2,23.0
284518,1.0,1,33,6,0,0,0,0,1,2,2,1,5,3,20,3,4,6,0,0,4,1,1,4,0,1,2,19.0
284530,1.0,1,19,4,0,0,0,0,1,2,2,1,5,3,20,7,4,6,0,0,4,1,1,4,0,1,2,19.0
284535,1.0,1,33,6,0,0,0,0,1,2,2,1,6,3,30,7,2,3,9,9,1,2,2,1,0,1,2,16.0
284546,1.0,1,30,6,0,0,0,0,1,2,2,1,4,3,50,6,4,6,0,0,4,1,1,9,0,1,2,23.0
284552,1.0,1,81,11,0,0,0,0,1,7,6,1,5,3,30,6,2,5,0,4,1,1,1,4,0,1,2,11.0
284590,3.0,1,24,5,1,1,0,0,1,1,1,1,7,3,20,9,2,3,0,5,1,5,9,9,9,1,2,23.0
284603,2.0,2,35,6,0,0,0,1,1,5,1,1,6,3,20,3,4,6,9,9,4,9,9,9,9,1,2,23.0
284621,1.0,2,24,5,0,0,0,0,1,3,2,1,1,5,20,99,9,6,0,9,1,2,2,9,2,1,2,23.0
284632,1.0,1,38,7,0,0,0,0,3,6,2,1,1,3,30,99,9,5,9,9,1,1,1,3,9,1,2,18.0
284638,1.0,1,28,6,0,0,0,0,1,1,2,1,6,3,30,8,4,6,0,0,4,1,1,9,0,1,2,23.0
284642,1.0,1,20,4,0,0,0,0,1,3,2,1,1,3,20,3,4,6,0,0,4,2,1,1,9,1,2,16.0
284650,1.0,2,25,5,0,0,0,0,1,6,2,1,1,6,20,3,4,3,9,5,4,2,2,9,0,1,2,23.0
284666,1.0,1,33,6,0,0,0,0,1,4,2,1,6,3,20,99,2,4,9,9,7,9,9,9,9,1,2,23.0
284673,1.0,1,32,6,0,0,0,0,1,5,2,1,2,3,20,99,2,3,9,9,1,1,1,9,9,1,2,23.0
284677,1.0,2,34,6,0,0,0,0,1,5,2,1,2,3,30,99,2,3,0,0,1,5,2,9,0,1,2,23.0
284679,1.0,2,24,5,0,0,0,0,1,2,2,1,2,4,20,3,4,5,9,9,4,1,1,9,0,1,2,23.0
284697,1.0,1,42,7,0,0,0,0,1,3,2,1,6,6,30,3,4,6,9,9,1,1,1,9,9,1,2,23.0
284705,1.0,1,31,6,0,0,0,0,1,4,2,1,3,3,20,99,9,5,9,9,1,9,9,9,9,1,2,23.0
284708,1.0,2,30,6,0,0,0,0,1,2,1,1,2,6,20,99,9,6,9,9,7,9,9,9,9,1,2,23.0
284711,1.0,1,32,6,0,0,0,0,1,2,2,1,2,3,20,8,9,6,9,9,7,9,9,9,9,1,2,23.0
284724,1.0,2,25,5,0,0,0,0,1,8,2,1,3,3,20,99,2,6,9,9,7,1,1,9,9,1,2,23.0
284735,1.0,2,40,7,0,0,0,0,1,1,2,1,7,3,30,6,4,6,9,9,1,9,9,9,9,1,2,23.0
284737,3.0,2,64,9,1,9,0,0,1,7,1,1,4,3,30,6,2,3,0,5,1,1,1,4,0,1,2,19.0
284745,1.0,1,30,6,0,0,0,0,1,5,2,1,4,5,20,99,9,6,9,9,7,9,9,9,9,1,2,23.0
284783,3.0,2,68,10,10,9,0,0,1,2,1,1,6,5,30,2,4,6,9,9,1,9,9,9,9,1,2,23.0
284784,3.0,1,61,9,6,9,0,0,1,9,1,1,4,3,20,99,9,6,0,9,4,1,9,9,9,1,2,23.0
284832,1.0,2,30,6,0,0,0,0,1,4,2,1,5,3,20,99,4,3,9,9,4,1,2,9,9,1,2,23.0
284860,3.0,2,12,3,9,7,0,0,1,5,1,1,6,3,30,5,4,6,0,0,1,1,1,1,0,1,2,16.0
284865,1.0,1,19,4,0,0,0,0,1,3,2,1,4,3,20,99,2,3,0,5,4,1,1,9,0,1,2,23.0
284869,1.0,2,63,9,0,0,0,0,1,6,3,1,5,5,30,1,4,6,9,9,4,8,2,9,0,1,2,23.0
284881,1.0,1,24,5,0,0,0,0,1,3,2,1,6,3,20,3,4,5,9,9,7,1,1,1,0,1,2,16.0
284907,3.0,1,52,8,9,7,0,0,1,7,1,1,5,3,20,99,9,6,9,9,1,9,9,9,9,1,2,23.0
284922,1.0,1,28,6,0,0,0,0,1,4,2,1,6,3,20,3,4,6,0,0,1,1,1,9,9,1,2,23.0
284925,3.0,1,83,11,5,1,0,0,1,5,1,1,7,6,20,3,4,5,0,0,1,1,1,4,0,1,2,19.0
284964,1.0,1,28,6,0,0,0,0,1,7,2,1,7,3,30,99,4,6,9,9,5,8,9,9,9,1,2,23.0
284973,1.0,2,56,9,0,0,0,0,3,8,2,1,3,3,30,7,2,4,0,9,1,1,1,4,0,1,2,19.0
284977,1.0,1,38,7,0,0,0,0,1,1,2,1,4,4,20,99,9,6,9,1,4,2,2,9,9,1,2,23.0
284978,3.0,1,21,5,5,9,0,0,1,8,1,1,5,5,30,3,4,6,9,9,7,9,9,9,9,1,2,23.0
284983,1.0,2,27,6,0,0,0,0,1,2,2,1,3,3,50,3,4,6,0,9,1,9,9,9,9,1,2,23.0
284998,3.0,1,13,3,5,9,0,0,1,9,1,1,4,3,30,7,4,5,9,9,1,8,1,9,9,1,2,15.0
285021,1.0,2,31,6,0,0,0,0,1,5,2,1,2,3,30,3,4,6,0,0,1,9,1,9,9,1,2,23.0
285034,1.0,1,18,4,0,0,0,0,1,9,2,1,1,3,30,3,4,6,9,9,1,8,1,9,9,1,2,23.0
285035,1.0,2,31,6,0,0,0,0,1,2,2,1,2,3,30,3,4,3,0,4,1,8,1,1,0,1,2,16.0
285061,1.0,1,29,6,0,0,0,0,1,3,2,1,2,6,20,3,4,6,9,9,4,1,2,9,0,1,2,23.0
285088,3.0,1,25,5,1,3,0,0,1,5,1,1,2,5,20,6,2,3,0,9,4,2,2,9,0,1,2,23.0
285103,1.0,1,45,7,0,0,0,0,2,5,2,1,3,3,20,3,4,6,0,0,4,2,2,4,0,1,2,19.0
285120,1.0,1,28,6,0,0,0,0,1,3,1,6,3,3,30,99,2,6,0,4,1,2,2,1,0,1,2,16.0
285133,3.0,2,32,6,5,3,0,0,1,2,1,1,4,3,20,3,4,6,9,9,1,9,9,9,9,1,2,15.0
285135,1.0,1,51,8,0,0,0,0,1,5,2,2,5,3,30,99,9,6,9,9,4,9,9,9,9,1,2,23.0
285136,2.0,2,50,8,0,0,1,0,1,2,2,2,5,3,30,99,9,6,9,9,4,9,9,9,9,1,2,23.0
285143,1.0,1,44,7,0,0,0,0,1,3,2,1,3,3,30,99,9,5,9,9,4,2,2,4,9,1,2,19.0
285171,1.0,2,48,8,0,0,0,0,1,3,2,1,4,6,20,3,4,3,9,8,1,8,2,9,9,1,2,23.0
285172,3.0,2,24,5,6,9,0,0,1,8,1,1,4,6,30,99,9,6,9,9,7,9,9,9,9,1,2,23.0
285193,1.0,1,37,7,0,0,0,0,1,2,2,1,5,6,30,99,9,6,9,9,1,1,1,9,0,1,2,23.0
285198,1.0,1,49,8,0,0,0,0,1,5,1,1,4,6,20,1,4,3,0,0,4,9,9,9,0,2,2,23.0
285200,1.0,1,26,6,0,0,0,0,1,2,3,1,5,4,30,9,4,6,0,0,1,1,1,4,0,1,2,19.0
285209,3.0,2,13,3,5,1,0,0,1,2,1,1,4,5,30,6,2,3,0,9,1,9,9,9,9,1,2,23.0
285211,1.0,1,26,6,0,0,0,0,1,7,2,1,5,3,30,99,9,6,9,9,1,1,1,9,9,1,2,23.0
285215,1.0,1,50,8,0,0,0,0,1,3,2,1,5,5,20,3,4,6,9,9,1,1,1,9,9,1,2,23.0
285251,1.0,1,27,6,0,0,0,0,1,2,2,1,3,3,50,6,2,6,9,5,4,2,2,9,9,1,2,15.0
285252,1.0,1,27,6,0,0,0,0,1,2,2,1,5,3,20,6,2,4,9,5,4,1,2,9,0,1,2,23.0
285265,1.0,1,37,7,0,0,0,0,1,8,2,2,6,4,30,2,4,3,9,9,1,9,9,9,9,1,2,23.0
285275,3.0,2,20,4,10,9,0,0,1,4,1,1,5,3,20,99,9,6,1,5,4,1,1,9,0,1,2,23.0
285277,1.0,1,19,4,0,0,0,0,1,2,2,1,5,3,20,6,4,3,9,5,4,2,2,9,0,1,2,23.0
285281,1.0,1,46,8,0,0,0,0,1,3,2,1,5,3,20,3,2,6,9,9,4,9,1,4,9,1,2,19.0
285286,1.0,1,51,8,0,0,0,0,1,7,2,1,4,3,20,6,4,6,0,9,1,1,9,9,0,1,2,15.0
285337,3.0,2,31,6,10,9,0,0,1,4,1,1,5,6,20,99,9,6,0,9,1,9,9,9,9,1,2,23.0
285343,1.0,1,30,6,0,0,0,0,1,7,1,1,6,5,20,99,9,6,9,9,4,2,2,9,9,1,2,23.0
285347,1.0,1,21,5,0,0,0,0,1,3,2,1,7,3,30,3,4,6,9,5,1,2,2,9,9,1,2,23.0
285349,1.0,1,44,7,0,0,0,0,1,10,2,1,6,6,20,3,4,6,9,9,1,1,2,9,0,1,2,23.0
285361,1.0,1,24,5,0,0,0,0,1,4,2,1,7,4,20,3,4,5,0,4,4,1,2,5,0,1,2,20.0
285376,1.0,1,35,6,0,0,0,0,1,6,2,1,7,3,30,3,2,3,9,9,1,8,1,9,9,1,2,23.0
285387,1.0,1,42,7,0,0,0,0,1,3,2,1,1,3,20,99,2,3,9,9,1,1,1,9,9,1,2,23.0
285395,1.0,2,27,6,0,0,0,0,1,2,1,1,5,3,20,3,2,4,9,9,1,1,1,9,9,1,2,23.0
285415,1.0,2,47,8,0,0,0,0,1,8,2,2,1,3,40,7,2,6,0,5,4,2,1,4,0,1,2,19.0
285428,1.0,1,22,5,0,0,0,0,1,5,2,1,2,3,20,3,4,6,9,9,7,9,9,9,9,1,2,23.0
285435,1.0,1,20,4,0,0,0,0,1,2,2,1,1,3,20,99,9,6,9,9,4,2,2,9,9,1,2,23.0
285458,1.0,1,29,6,0,0,0,0,1,1,1,1,7,5,20,3,4,6,0,9,1,1,1,9,9,1,2,23.0
285483,1.0,1,29,6,0,0,0,0,1,6,1,1,1,4,30,99,9,3,9,9,4,9,9,9,9,1,2,15.0
285502,2.0,1,33,6,0,0,9,0,1,1,2,1,3,3,30,1,4,3,9,9,1,2,2,9,0,1,2,23.0
285524,1.0,1,18,4,0,0,0,0,1,3,2,1,2,3,20,3,4,6,0,9,4,9,9,9,9,1,2,23.0
285526,1.0,1,40,7,0,0,0,0,1,3,1,1,4,3,30,3,4,6,0,0,4,1,1,5,2,1,2,20.0
285535,1.0,2,34,6,0,0,0,0,1,1,2,1,2,3,20,99,2,6,0,5,1,1,1,9,9,1,2,23.0
285548,3.0,1,29,6,6,9,0,0,1,5,1,1,3,5,30,3,4,6,0,1,1,1,1,9,9,1,2,23.0
285556,1.0,1,33,6,0,0,0,0,1,2,2,1,3,5,30,6,2,5,9,9,1,1,1,9,9,1,2,23.0
285561,3.0,1,12,3,9,9,0,0,1,2,1,1,4,6,20,99,9,6,9,9,1,9,9,9,9,1,2,15.0
285577,3.0,2,31,6,1,1,0,0,1,5,1,1,4,3,20,3,2,6,2,0,4,1,1,4,0,1,2,19.0
285583,3.0,2,12,3,10,9,0,0,1,2,1,1,2,6,30,99,2,6,9,1,6,8,1,9,9,1,2,23.0
285588,1.0,1,27,6,0,0,0,0,1,2,2,1,4,3,20,99,9,6,9,9,1,1,1,9,9,1,2,23.0
285599,1.0,1,23,5,0,0,0,0,1,3,2,1,1,3,30,6,2,3,9,9,1,5,2,9,9,1,2,23.0
285600,1.0,1,31,6,0,0,0,0,1,3,2,1,5,3,20,3,4,6,9,9,1,1,1,9,9,1,2,23.0
285606,1.0,1,41,7,0,0,0,0,1,2,2,1,3,6,20,99,9,6,9,9,1,1,1,9,9,1,2,23.0
285607,1.0,1,53,8,0,0,0,0,1,7,2,1,3,6,30,99,9,6,9,9,1,8,1,9,9,1,2,23.0
285625,1.0,1,21,5,0,0,0,0,1,2,2,1,5,3,20,99,9,6,0,1,1,1,1,3,9,1,2,18.0
285630,1.0,1,53,8,0,0,0,0,1,5,2,1,5,3,30,6,2,4,9,0,5,8,1,9,9,1,2,23.0
285635,1.0,1,22,5,0,0,0,0,1,6,2,1,5,3,30,3,4,6,0,9,1,1,1,9,0,1,2,23.0
285642,1.0,1,26,6,0,0,0,0,1,2,2,1,5,6,20,99,9,6,9,9,1,9,9,9,9,1,2,23.0
285646,1.0,1,39,7,0,0,0,0,1,2,2,1,6,4,20,99,9,6,0,9,1,2,2,9,0,1,2,23.0
285655,1.0,1,36,7,0,0,0,0,1,7,2,1,6,3,30,6,2,3,0,5,7,5,2,9,9,1,2,23.0
285661,3.0,1,47,8,6,9,0,0,1,2,1,1,5,6,20,6,4,6,0,9,1,9,9,9,9,1,2,23.0
285674,1.0,1,30,6,0,0,0,0,1,2,2,1,6,4,20,5,2,5,0,0,1,2,2,9,0,1,2,23.0
285675,1.0,2,41,7,0,0,0,0,1,3,2,1,6,3,50,8,2,6,0,0,4,2,2,9,9,1,2,23.0
285682,1.0,1,36,7,0,0,0,0,1,6,2,1,6,3,40,6,2,4,0,5,4,2,2,4,2,1,2,19.0
285684,1.0,1,48,8,0,0,0,0,1,3,2,1,6,4,30,99,9,6,9,9,1,1,1,9,0,1,2,23.0
285685,1.0,2,27,6,0,0,0,0,1,4,1,1,7,3,40,2,2,6,9,5,1,1,2,1,9,1,2,16.0
285693,3.0,2,44,7,5,9,0,0,1,6,1,2,3,6,20,9,9,6,9,9,1,9,9,9,9,1,2,23.0
285694,3.0,2,73,10,5,1,0,0,1,6,1,2,3,6,20,9,9,6,9,9,1,9,9,9,9,1,2,23.0
285704,3.0,1,34,6,4,1,0,0,1,4,1,1,7,5,30,99,9,3,9,1,1,1,1,9,0,1,2,15.0
285716,1.0,2,23,5,0,0,0,0,1,6,2,1,7,3,30,3,4,3,0,5,1,1,1,9,0,1,2,23.0
285747,1.0,1,18,4,0,0,0,0,1,6,1,1,1,3,20,1,4,3,0,4,4,1,1,1,0,1,2,16.0
285748,1.0,1,55,8,0,0,0,0,1,4,1,1,1,3,30,6,4,5,0,0,4,1,1,4,0,1,2,11.0
285775,1.0,1,23,5,0,0,0,0,1,3,2,1,1,5,20,3,2,6,0,0,5,9,1,9,9,1,2,23.0
285778,1.0,2,59,9,0,0,0,0,1,2,2,1,7,3,20,6,2,3,9,9,1,9,9,9,9,1,2,15.0
285794,1.0,1,48,8,0,0,0,0,1,2,2,1,5,3,20,3,4,6,9,4,1,1,1,4,0,1,2,11.0
285797,1.0,2,32,6,0,0,0,0,1,5,2,1,7,3,20,6,2,3,0,9,1,1,1,9,9,1,2,23.0
285798,1.0,1,18,4,0,0,0,0,1,9,2,1,1,3,20,6,4,6,0,9,4,1,1,9,9,1,2,23.0
285800,1.0,1,21,5,0,0,0,0,1,6,2,1,6,6,20,99,9,6,0,0,4,1,1,9,9,1,2,23.0
285802,2.0,1,92,11,0,0,0,2,1,7,1,1,2,3,20,1,4,3,0,1,1,1,1,1,0,1,2,16.0
285810,3.0,2,66,10,6,9,0,0,1,2,1,1,6,6,20,99,9,6,9,9,1,1,1,9,9,1,2,23.0
285822,1.0,1,19,4,0,0,0,0,1,4,2,1,2,6,20,8,4,6,9,9,1,1,1,5,0,1,2,20.0
285836,1.0,2,51,8,0,0,0,0,1,3,2,1,2,3,30,3,4,6,0,0,7,9,9,9,0,2,2,23.0
285854,1.0,1,36,7,0,0,0,0,1,7,2,1,4,3,30,6,2,5,9,9,1,8,1,9,9,2,2,15.0
285856,1.0,1,39,7,0,0,0,0,1,2,2,1,3,6,20,99,9,6,9,9,1,1,1,9,9,1,2,23.0
285860,1.0,1,32,6,0,0,0,0,1,5,2,1,3,3,20,6,2,5,9,9,1,1,1,9,0,1,2,23.0
285878,1.0,2,42,7,0,0,0,0,1,6,3,3,4,3,30,3,2,3,0,4,1,1,1,1,0,1,2,16.0
285879,2.0,2,9,2,0,0,2,0,1,6,3,3,4,3,30,3,2,3,0,4,1,1,1,1,0,1,2,16.0
285880,1.0,2,41,7,0,0,0,0,1,9,3,3,4,3,30,3,2,3,0,4,1,1,1,1,0,1,2,16.0
285883,1.0,1,39,7,0,0,0,0,1,2,2,1,3,6,30,99,9,6,9,9,1,9,9,9,9,1,2,23.0
285890,1.0,1,64,9,0,0,0,0,1,2,2,1,2,3,20,3,4,6,0,9,1,1,1,9,0,1,2,15.0
285891,1.0,1,50,8,0,0,0,0,1,7,2,1,7,4,30,99,9,6,9,9,1,9,9,9,9,1,2,23.0
285895,3.0,2,51,8,1,9,0,0,1,5,1,1,1,3,30,3,4,6,9,8,1,1,1,9,0,1,2,15.0
285905,1.0,1,36,7,0,0,0,0,1,1,2,1,4,3,30,3,4,6,9,9,1,8,9,9,9,1,2,23.0
285906,1.0,1,21,5,0,0,0,0,1,1,2,1,4,3,20,6,2,6,9,9,1,2,2,9,0,1,2,23.0
285917,3.0,1,60,9,6,9,0,0,1,7,1,1,4,6,20,99,9,6,9,9,1,1,1,9,9,1,2,23.0
285931,1.0,1,57,9,0,0,0,0,1,5,2,1,7,6,20,6,4,6,0,0,4,2,2,9,0,1,2,23.0
285937,1.0,1,47,8,0,0,0,0,1,5,2,1,4,5,20,6,2,5,0,0,4,2,2,4,0,1,2,19.0
285962,1.0,1,33,6,0,0,0,0,1,3,2,1,5,3,20,99,9,6,9,9,1,1,1,9,0,1,2,23.0
285975,1.0,1,28,6,0,0,0,0,1,3,2,1,5,3,20,3,4,6,9,9,4,9,1,9,9,1,2,23.0
285999,1.0,1,40,7,0,0,0,0,1,1,2,1,5,3,30,3,2,6,9,9,1,1,1,9,9,1,2,23.0
286009,1.0,1,65,9,0,0,0,0,1,1,2,1,7,3,30,6,2,3,9,9,7,9,9,9,9,1,2,23.0
286020,3.0,1,66,10,1,9,0,0,1,2,1,1,2,3,20,99,9,6,9,9,1,9,9,9,9,1,2,23.0
286021,1.0,2,30,6,0,0,0,0,1,3,2,1,5,5,20,6,4,5,9,9,1,1,1,9,0,1,2,23.0
286027,1.0,2,46,8,0,0,0,0,1,2,2,1,5,3,20,8,4,6,9,9,4,1,9,9,9,1,2,23.0
286036,1.0,2,43,7,0,0,0,0,1,9,2,1,6,6,30,99,9,6,0,0,1,1,1,9,9,1,2,23.0
286083,1.0,1,21,5,0,0,0,0,1,1,2,1,7,4,20,3,4,6,9,1,1,1,1,9,9,1,2,23.0
286085,1.0,1,29,6,0,0,0,0,1,1,1,1,6,3,30,3,4,6,0,5,1,1,1,9,9,1,2,15.0
286092,3.0,2,34,6,1,9,0,0,1,3,1,1,3,3,20,99,9,6,0,1,1,9,1,9,0,1,2,23.0
286093,1.0,2,54,8,0,0,0,0,1,2,2,2,7,3,20,99,2,6,9,9,1,1,1,9,0,1,2,23.0
286094,1.0,1,28,6,0,0,0,0,1,5,2,1,6,6,20,1,4,3,9,9,1,1,1,9,9,1,2,23.0
286100,3.0,1,57,9,5,2,0,0,1,2,1,2,7,3,20,3,2,6,0,5,1,1,1,4,0,1,2,11.0
286101,1.0,1,26,6,0,0,0,0,1,3,1,2,7,3,20,3,2,6,0,5,1,1,1,4,0,1,2,11.0
286104,1.0,1,40,7,0,0,0,0,1,4,2,1,5,3,20,8,4,6,9,9,1,9,9,9,9,1,2,23.0
286131,1.0,1,26,6,0,0,0,0,1,2,2,2,1,3,30,9,2,6,0,5,4,1,1,1,0,1,2,16.0
286132,2.0,1,27,6,0,0,1,0,1,1,2,2,1,3,30,9,2,6,0,5,4,1,1,1,0,1,2,16.0
286151,1.0,2,29,6,0,0,0,0,1,6,2,1,7,3,30,1,4,3,9,9,1,1,1,4,0,1,2,19.0
286181,1.0,2,45,7,0,0,0,0,1,9,2,1,7,5,20,99,2,3,9,9,1,1,1,9,9,1,2,23.0
286184,1.0,1,25,5,0,0,0,0,1,2,2,1,5,3,50,3,4,6,9,9,1,1,1,9,9,1,2,23.0
286187,3.0,2,60,9,10,9,0,0,1,3,1,1,3,6,30,99,9,3,9,5,7,1,1,9,0,1,2,23.0
286189,1.0,1,30,6,0,0,0,0,1,3,2,1,1,3,20,99,2,6,9,4,4,1,1,9,0,1,2,23.0
286197,1.0,1,27,6,0,0,0,0,1,3,2,1,2,3,30,3,2,6,0,5,1,1,1,9,0,1,2,23.0
286202,3.0,2,7,2,1,1,0,0,1,9,1,1,7,4,20,8,4,6,9,9,1,1,1,9,9,1,2,23.0
286203,1.0,1,23,5,0,0,0,0,1,5,2,1,7,5,30,99,9,6,9,0,1,1,9,9,9,1,2,23.0
286223,1.0,2,35,6,0,0,0,0,1,2,2,1,1,6,20,5,4,6,0,0,5,1,1,9,0,1,2,23.0
286236,1.0,1,22,5,0,0,0,0,1,4,2,1,6,3,30,99,9,6,9,9,1,9,9,9,9,1,2,23.0
286239,1.0,2,33,6,0,0,0,0,1,4,2,1,1,3,30,3,2,6,9,1,1,9,2,9,9,1,2,23.0
286240,1.0,1,24,5,0,0,0,0,1,8,2,1,6,6,20,99,9,6,9,9,7,9,9,9,9,1,2,15.0
286241,1.0,2,51,8,0,0,0,0,1,4,2,1,3,5,30,2,4,6,0,0,1,1,1,9,0,1,2,23.0
286244,1.0,1,25,5,0,0,0,0,1,3,2,1,7,5,30,1,4,5,9,9,4,1,1,9,9,1,2,23.0
286264,1.0,1,33,6,0,0,0,0,1,7,2,1,7,6,30,99,9,6,9,9,1,9,9,9,9,1,2,23.0
286270,3.0,1,30,6,5,3,0,0,1,6,1,1,3,3,30,7,2,4,0,0,1,1,1,1,0,1,2,16.0
286297,3.0,1,40,7,10,9,0,0,1,2,1,1,2,4,30,3,2,4,9,9,1,1,1,9,0,1,2,23.0
286305,1.0,2,36,7,0,0,0,0,1,7,2,1,4,3,30,6,2,6,9,5,1,1,1,9,0,1,2,23.0
286308,2.0,1,57,9,0,0,0,1,1,6,1,1,3,3,20,3,4,6,9,9,7,9,9,9,9,1,2,23.0
286310,3.0,1,37,7,10,9,0,0,1,3,1,1,4,3,30,99,9,6,9,9,7,9,9,9,9,1,2,15.0
286321,1.0,2,57,9,0,0,0,0,1,10,1,1,3,6,20,6,4,6,0,0,4,9,9,9,9,1,2,15.0
286337,1.0,1,46,8,0,0,0,0,1,8,2,1,4,5,30,2,4,6,0,0,1,1,1,4,0,1,2,19.0
286347,1.0,2,25,5,0,0,0,0,1,8,2,1,3,5,30,3,3,6,0,9,4,1,1,3,0,2,2,18.0
286358,1.0,1,25,5,0,0,0,0,1,4,2,1,3,3,30,99,9,6,9,9,1,1,1,9,9,1,2,23.0
